start, end, rq_time, request_id
35984, 18399, 46479.09, Request_780
38942, 38875, 46520.87, Request_781
6534, 7021, 46547.81, Request_782
3842, 43843, 46574.66, Request_783
46910, 15851, 46651.21, Request_784
10738, 29965, 46684.97, Request_785
8550, 54971, 46706.06, Request_786
9954, 19081, 46735.33, Request_787
34094, 3017, 46797.97, Request_788
33690, 42343, 46867.26, Request_789
31084, 22557, 46868.97, Request_790
38140, 903, 47001.16, Request_791
18182, 25445, 47109.64, Request_792
4778, 1211, 47159.94, Request_793
13632, 54971, 47163.59, Request_794
9008, 21389, 47190.88, Request_795
38182, 6487, 47253.53, Request_796
8246, 1361, 47299.53, Request_797
11362, 21507, 47332.9, Request_798
6550, 27761, 47340.13, Request_799
18392, 49515, 47467.64, Request_800
34656, 25007, 47534.53, Request_801
11044, 23853, 47544.92, Request_802
35080, 30657, 47552.55, Request_803
32026, 45049, 47600.32, Request_804
14134, 1443, 47725.31, Request_805
48694, 2241, 47889.64, Request_806
10138, 13621, 47910.9, Request_807
15142, 54971, 48248.48, Request_808
21586, 7931, 48313.14, Request_809
38890, 30869, 48386.43, Request_810
6080, 15593, 48392.52, Request_811
32910, 15199, 48444.85, Request_812
25444, 17885, 48472.51, Request_813
15278, 5841, 48484.43, Request_814
7496, 13207, 48571.71, Request_815
6428, 15199, 48575.0, Request_816
4798, 44853, 48627.72, Request_817
6310, 17391, 48631.19, Request_818
3518, 31905, 48674.04, Request_819
42590, 34273, 48698.14, Request_820
20580, 15859, 48755.76, Request_821
28042, 27175, 48765.3, Request_822
21422, 20137, 48801.29, Request_823
54958, 30295, 48959.98, Request_824
27670, 929, 48973.8, Request_825
7406, 25183, 48983.75, Request_826
35396, 34277, 49007.91, Request_827
19970, 19229, 49083.5, Request_828
18054, 46141, 49083.54, Request_829
2206, 35289, 49095.54, Request_830
46238, 15423, 49126.64, Request_831
45072, 48319, 49174.27, Request_832
36712, 26205, 49322.9, Request_833
16768, 2631, 49485.38, Request_834
8830, 14639, 49511.84, Request_835
7688, 13837, 49520.0, Request_836
4056, 25775, 49541.59, Request_837
45072, 33631, 49653.19, Request_838
12060, 4139, 49893.61, Request_839
26138, 16167, 49917.13, Request_840
30010, 48901, 50035.58, Request_841
28812, 35409, 50149.17, Request_842
120, 26139, 50153.08, Request_843
34152, 36641, 50313.68, Request_844
45072, 38627, 50316.66, Request_845
20324, 28769, 50448.47, Request_846
13728, 37335, 50614.65, Request_847
4762, 33527, 50634.46, Request_848
54846, 52443, 50710.33, Request_849
11244, 43983, 50796.57, Request_850
9958, 8571, 50841.25, Request_851
9810, 17199, 50884.64, Request_852
21464, 50707, 50918.56, Request_853
43534, 18329, 50960.57, Request_854
20132, 54971, 51025.0, Request_855
38942, 29171, 51224.11, Request_856
43560, 2223, 51289.74, Request_857
19170, 37335, 51320.77, Request_858
35766, 18719, 51375.86, Request_859
4098, 48373, 51437.26, Request_860
26836, 2631, 51524.35, Request_861
43582, 44041, 51635.31, Request_862
6976, 5995, 51637.11, Request_863
53524, 36013, 51655.8, Request_864
26892, 37335, 51656.34, Request_865
250, 18329, 51710.49, Request_866
31738, 39557, 51718.92, Request_867
36584, 25007, 51822.46, Request_868
5894, 31255, 51919.56, Request_869
31362, 50495, 51934.3, Request_870
17114, 41765, 51937.91, Request_871
34068, 37335, 51991.17, Request_872
54824, 15199, 52014.92, Request_873
17678, 15199, 52040.59, Request_874
19738, 21239, 52192.46, Request_875
18756, 18429, 52232.26, Request_876
1410, 30845, 52259.98, Request_877
38942, 10405, 52260.12, Request_878
7394, 7399, 52321.2, Request_879
27374, 2721, 52330.31, Request_880
45698, 54971, 52336.85, Request_881
11304, 30701, 52389.94, Request_882
32690, 26623, 52433.62, Request_883
48198, 2909, 52435.02, Request_884
21558, 18967, 52498.69, Request_885
17702, 3121, 52514.25, Request_886
10126, 2299, 52515.52, Request_887
588, 16945, 52587.22, Request_888
49816, 17665, 52630.29, Request_889
8012, 4603, 52646.08, Request_890
3420, 15013, 52692.39, Request_891
31954, 38513, 52741.98, Request_892
4510, 24439, 52770.82, Request_893
46294, 42989, 52836.27, Request_894
36080, 48377, 52953.15, Request_895
25646, 25783, 52973.61, Request_896
34876, 3675, 53013.68, Request_897
10940, 34273, 53025.93, Request_898
20864, 24745, 53219.53, Request_899
36446, 3675, 53293.73, Request_900
18082, 26611, 53330.36, Request_901
5600, 8433, 53399.01, Request_902
38508, 18775, 53421.56, Request_903
50052, 2631, 53485.46, Request_904
14236, 37335, 53500.88, Request_905
20292, 39449, 53575.29, Request_906
55224, 53371, 53615.66, Request_907
45802, 24839, 53713.29, Request_908
11008, 25465, 53807.92, Request_909
30800, 40409, 53822.91, Request_910
26138, 32869, 53901.35, Request_911
2906, 19819, 53946.57, Request_912
28944, 18329, 54009.24, Request_913
3770, 24261, 54222.1, Request_914
27372, 44145, 54350.95, Request_915
38942, 29037, 54408.55, Request_916
53370, 25971, 54566.54, Request_917
30596, 8341, 54625.22, Request_918
8630, 33683, 54635.34, Request_919
21464, 6975, 54708.82, Request_920
586, 36075, 54726.12, Request_921
48410, 15945, 54848.35, Request_922
23254, 54971, 54871.03, Request_923
19816, 18329, 54890.07, Request_924
2630, 6483, 54952.51, Request_925
20480, 3253, 54955.93, Request_926
29196, 41867, 55113.84, Request_927
1242, 1275, 55117.01, Request_928
11388, 28977, 55230.26, Request_929
16800, 41421, 55248.52, Request_930
28648, 52441, 55461.41, Request_931
7022, 32485, 55483.22, Request_932
21464, 24739, 55673.86, Request_933
35386, 32957, 55714.96, Request_934
40854, 8337, 55732.11, Request_935
9454, 9267, 55775.62, Request_936
5358, 54971, 55792.1, Request_937
17566, 1785, 56223.69, Request_938
20858, 43515, 56353.8, Request_939
51644, 25845, 56398.13, Request_940
18428, 19669, 56490.19, Request_941
32388, 25391, 56502.37, Request_942
53430, 19209, 56509.48, Request_943
4980, 27823, 56541.11, Request_944
2630, 34957, 56572.34, Request_945
45072, 10663, 56609.74, Request_946
25444, 9435, 56690.99, Request_947
27294, 467, 56816.86, Request_948
27134, 25445, 56882.6, Request_949
40854, 3121, 56943.56, Request_950
4114, 2631, 57025.18, Request_951
4800, 11941, 57164.37, Request_952
13798, 681, 57168.61, Request_953
46980, 11043, 57193.27, Request_954
8526, 30335, 57347.79, Request_955
780, 37335, 57563.68, Request_956
33896, 20173, 57592.0, Request_957
49824, 20093, 57639.92, Request_958
3520, 40329, 57655.6, Request_959
50980, 15791, 57688.5, Request_960
39556, 27373, 57698.58, Request_961
39556, 27373, 57698.58, Request_962
10572, 8151, 57706.21, Request_963
17558, 51247, 57759.09, Request_964
38994, 10849, 57790.54, Request_965
21442, 11137, 57874.56, Request_966
2868, 12727, 57882.57, Request_967
50052, 25445, 57902.9, Request_968
19916, 11829, 57952.16, Request_969
36576, 51521, 58026.32, Request_970
3830, 36375, 58044.05, Request_971
12568, 33799, 58057.7, Request_972
18774, 18761, 58062.38, Request_973
8592, 51843, 58065.08, Request_974
7396, 11987, 58079.48, Request_975
45508, 13119, 58108.22, Request_976
10780, 15015, 58178.86, Request_977
50728, 54971, 58235.48, Request_978
6160, 30799, 58269.99, Request_979
47992, 19653, 58305.5, Request_980
18784, 15149, 58353.7, Request_981
18784, 15149, 58353.7, Request_982
19748, 2295, 58397.14, Request_983
18998, 22361, 58428.71, Request_984
50182, 847, 58455.83, Request_985
34278, 8933, 58569.05, Request_986
25444, 33587, 58621.07, Request_987
30398, 2295, 58625.84, Request_988
44216, 34955, 58629.2, Request_989
28622, 51851, 58687.09, Request_990
53118, 25039, 58808.16, Request_991
4552, 37335, 58856.61, Request_992
18868, 3619, 58873.18, Request_993
3120, 44057, 58920.13, Request_994
16600, 22283, 58985.84, Request_995
13468, 43185, 59045.01, Request_996
25006, 35249, 59070.47, Request_997
22220, 3675, 59103.6, Request_998
21072, 4349, 59124.6, Request_999
4926, 2265, 59137.07, Request_1000
22958, 15423, 59149.71, Request_1001
11394, 28977, 59158.96, Request_1002
53826, 17295, 59182.94, Request_1003
43562, 8887, 59239.86, Request_1004
11284, 54971, 59337.55, Request_1005
3608, 26753, 59364.96, Request_1006
45798, 1765, 59381.43, Request_1007
18852, 49825, 59395.14, Request_1008
52036, 27483, 59403.31, Request_1009
52282, 3829, 59441.43, Request_1010
11094, 52701, 59444.97, Request_1011
21464, 22265, 59629.54, Request_1012
33928, 25843, 59738.57, Request_1013
12572, 6851, 59742.0, Request_1014
16800, 24843, 59790.36, Request_1015
26996, 15183, 59856.86, Request_1016
4838, 16257, 59925.74, Request_1017
11392, 37335, 59970.28, Request_1018
53642, 11941, 59999.19, Request_1019
12574, 53637, 60035.7, Request_1020
2630, 46289, 60042.53, Request_1021
6522, 40413, 60059.74, Request_1022
50870, 11857, 60070.14, Request_1023
26138, 28575, 60090.76, Request_1024
30418, 35333, 60104.73, Request_1025
22854, 16257, 60185.19, Request_1026
54958, 7399, 60197.53, Request_1027
4094, 27473, 60230.61, Request_1028
24076, 18179, 60233.45, Request_1029
2630, 15575, 60269.35, Request_1030
54958, 46265, 60299.94, Request_1031
38496, 15861, 60374.27, Request_1032
12568, 33799, 60394.58, Request_1033
9510, 10899, 60470.77, Request_1034
5190, 853, 60509.15, Request_1035
15578, 7283, 60542.18, Request_1036
144, 6495, 60544.81, Request_1037
8260, 37255, 60558.57, Request_1038
6376, 33453, 60563.44, Request_1039
33104, 28011, 60567.85, Request_1040
26610, 37269, 60623.05, Request_1041
42970, 18329, 60639.12, Request_1042
6638, 11055, 60648.35, Request_1043
50136, 36269, 60651.02, Request_1044
21464, 14339, 60725.98, Request_1045
49154, 13489, 60839.97, Request_1046
18772, 54971, 60902.14, Request_1047
34610, 33723, 60915.01, Request_1048
51244, 32157, 60936.68, Request_1049
36536, 37335, 60974.17, Request_1050
1324, 2911, 61005.01, Request_1051
2642, 18829, 61034.91, Request_1052
9230, 23419, 61044.52, Request_1053
33108, 50139, 61055.86, Request_1054
47308, 48893, 61253.29, Request_1055
6022, 5245, 61306.8, Request_1056
28398, 26139, 61365.85, Request_1057
19994, 28207, 61406.07, Request_1058
19510, 45571, 61406.7, Request_1059
8090, 9333, 61486.42, Request_1060
10914, 53735, 61565.83, Request_1061
9206, 2895, 61588.64, Request_1062
27200, 27177, 61602.21, Request_1063
54958, 4987, 61727.36, Request_1064
6748, 22725, 61757.13, Request_1065
24772, 12471, 61882.22, Request_1066
6738, 15199, 61913.54, Request_1067
50712, 15859, 62045.9, Request_1068
45072, 51515, 62110.33, Request_1069
19548, 26671, 62162.95, Request_1070
2350, 36841, 62217.02, Request_1071
48374, 43977, 62225.96, Request_1072
20270, 22375, 62256.98, Request_1073
26536, 20127, 62300.91, Request_1074
54774, 10961, 62305.74, Request_1075
51018, 17295, 62342.61, Request_1076
38942, 34057, 62474.61, Request_1077
15170, 12959, 62525.87, Request_1078
43556, 26139, 62535.24, Request_1079
20482, 4151, 62590.9, Request_1080
4314, 3745, 62592.75, Request_1081
29544, 26807, 62626.35, Request_1082
29288, 9631, 62656.94, Request_1083
4820, 13167, 62767.55, Request_1084
35814, 26829, 62956.34, Request_1085
3674, 54515, 63026.12, Request_1086
12470, 27767, 63028.33, Request_1087
14622, 22263, 63035.31, Request_1088
3018, 24773, 63048.85, Request_1089
2492, 37335, 63084.25, Request_1090
54042, 52023, 63100.29, Request_1091
144, 29491, 63147.39, Request_1092
25188, 23413, 63159.01, Request_1093
44092, 8433, 63190.31, Request_1094
3072, 18329, 63200.42, Request_1095
27770, 12049, 63232.95, Request_1096
21464, 49889, 63250.35, Request_1097
3014, 33525, 63260.78, Request_1098
14326, 55465, 63273.38, Request_1099
5704, 2049, 63374.9, Request_1100
9492, 34273, 63436.95, Request_1101
750, 42863, 63556.11, Request_1102
54958, 20077, 63596.24, Request_1103
34308, 27491, 63621.92, Request_1104
4044, 7787, 63714.46, Request_1105
15564, 5907, 63814.92, Request_1106
2514, 53525, 63820.44, Request_1107
20572, 42231, 63865.51, Request_1108
41106, 10279, 63894.69, Request_1109
33154, 8435, 63970.73, Request_1110
10964, 10349, 63978.57, Request_1111
36012, 41179, 63981.2, Request_1112
9954, 18183, 64001.81, Request_1113
36038, 45707, 64078.33, Request_1114
36692, 31099, 64292.07, Request_1115
19596, 7777, 64372.9, Request_1116
8570, 2787, 64473.55, Request_1117
46050, 25445, 64607.08, Request_1118
17296, 45923, 64614.69, Request_1119
34152, 37335, 64646.74, Request_1120
8090, 9333, 64649.85, Request_1121
54652, 145, 64664.82, Request_1122
5112, 37335, 64754.09, Request_1123
50870, 6001, 64762.15, Request_1124
13044, 25771, 64831.33, Request_1125
13612, 10759, 64916.46, Request_1126
3120, 46647, 65009.93, Request_1127
3842, 39707, 65124.13, Request_1128
28942, 26981, 65202.12, Request_1129
25936, 15199, 65295.99, Request_1130
35240, 39751, 65317.51, Request_1131
27190, 18329, 65398.52, Request_1132
43192, 36219, 65416.32, Request_1133
36862, 34275, 65491.7, Request_1134
33412, 48901, 65513.55, Request_1135
39138, 11741, 65630.08, Request_1136
3120, 23277, 65730.15, Request_1137
2630, 31287, 65921.75, Request_1138
5986, 3607, 65923.3, Request_1139
6408, 25939, 65989.62, Request_1140
45072, 31203, 66076.78, Request_1141
11604, 705, 66090.87, Request_1142
26312, 15199, 66122.58, Request_1143
44316, 15199, 66173.79, Request_1144
30656, 15595, 66202.06, Request_1145
5240, 53229, 66317.87, Request_1146
30596, 52141, 66341.7, Request_1147
48472, 37335, 66360.21, Request_1148
32122, 34279, 66377.79, Request_1149
33144, 36193, 66395.62, Request_1150
53506, 31055, 66408.37, Request_1151
43390, 37335, 66465.09, Request_1152
21238, 23373, 66493.0, Request_1153
21464, 27987, 66512.87, Request_1154
14846, 51341, 66574.88, Request_1155
12092, 12743, 66672.84, Request_1156
26138, 22031, 66687.59, Request_1157
43610, 20665, 66689.71, Request_1158
18056, 19657, 66710.94, Request_1159
21464, 9593, 66756.14, Request_1160
6822, 34921, 66757.9, Request_1161
33154, 38461, 66789.96, Request_1162
44422, 37335, 66796.64, Request_1163
25986, 25779, 66924.78, Request_1164
3636, 18775, 66949.07, Request_1165
45144, 2299, 66958.47, Request_1166
34322, 14659, 66999.65, Request_1167
32730, 18083, 67003.38, Request_1168
34432, 18063, 67096.71, Request_1169
44424, 31965, 67122.48, Request_1170
10574, 41381, 67172.26, Request_1171
19276, 33927, 67176.1, Request_1172
11244, 14999, 67310.77, Request_1173
6820, 11945, 67314.2, Request_1174
8102, 589, 67343.52, Request_1175
25782, 3737, 67370.86, Request_1176
45072, 16987, 67578.71, Request_1177
44392, 25445, 67596.25, Request_1178
17356, 41363, 67637.06, Request_1179
4138, 32717, 67641.52, Request_1180
21464, 53043, 67766.68, Request_1181
332, 36197, 67842.68, Request_1182
26138, 4561, 67857.74, Request_1183
2208, 37335, 67877.58, Request_1184
16590, 37335, 67898.89, Request_1185
774, 15945, 67900.29, Request_1186
53514, 43455, 67980.16, Request_1187
3120, 22533, 67992.64, Request_1188
2884, 33099, 68000.39, Request_1189
752, 51219, 68074.5, Request_1190
54302, 20101, 68222.07, Request_1191
34072, 25445, 68231.49, Request_1192
34526, 19819, 68346.99, Request_1193
54548, 35347, 68368.44, Request_1194
44592, 24839, 68420.4, Request_1195
3120, 21881, 68452.04, Request_1196
22282, 11531, 68459.49, Request_1197
26642, 4821, 68546.58, Request_1198
50870, 27751, 68585.0, Request_1199
23274, 15263, 68601.52, Request_1200
38942, 9729, 68815.2, Request_1201
34020, 26139, 68822.46, Request_1202
46920, 39035, 68853.8, Request_1203
46604, 26875, 68902.95, Request_1204
26982, 753, 68905.41, Request_1205
770, 589, 68934.54, Request_1206
12098, 2859, 68994.92, Request_1207
1336, 8123, 68995.78, Request_1208
4930, 29171, 69009.28, Request_1209
41748, 14745, 69031.29, Request_1210
21442, 28813, 69089.38, Request_1211
22260, 3657, 69154.66, Request_1212
3752, 44225, 69179.6, Request_1213
35742, 2845, 69216.88, Request_1214
28116, 35461, 69246.27, Request_1215
48362, 2631, 69277.94, Request_1216
54830, 19655, 69295.48, Request_1217
18750, 6081, 69311.08, Request_1218
43192, 52439, 69317.83, Request_1219
11032, 34711, 69335.22, Request_1220
8034, 48165, 69393.04, Request_1221
49686, 53409, 69491.48, Request_1222
38054, 13087, 69492.36, Request_1223
45072, 45279, 69506.94, Request_1224
3120, 24753, 69526.53, Request_1225
26488, 12491, 69533.87, Request_1226
13534, 20107, 69687.68, Request_1227
54920, 18389, 69697.39, Request_1228
44592, 24839, 69706.88, Request_1229
46146, 1385, 69792.61, Request_1230
45702, 7863, 69798.38, Request_1231
45008, 48407, 69812.67, Request_1232
28932, 37335, 69815.55, Request_1233
38942, 8169, 69824.69, Request_1234
17462, 449, 69864.16, Request_1235
20308, 7443, 69935.48, Request_1236
24840, 14703, 69940.12, Request_1237
50870, 35343, 69970.56, Request_1238
7758, 37335, 69980.62, Request_1239
3930, 8453, 70041.03, Request_1240
14618, 15199, 70070.75, Request_1241
30792, 30965, 70080.69, Request_1242
20930, 37335, 70082.73, Request_1243
51134, 18563, 70096.91, Request_1244
13608, 37335, 70189.86, Request_1245
322, 22451, 70298.79, Request_1246
14232, 53787, 70301.46, Request_1247
26598, 48179, 70353.63, Request_1248
29250, 14875, 70367.79, Request_1249
15858, 1923, 70375.6, Request_1250
27296, 8335, 70431.19, Request_1251
50870, 22263, 70481.38, Request_1252
50870, 35715, 70506.61, Request_1253
27644, 7491, 70558.09, Request_1254
3578, 29121, 70655.01, Request_1255
34304, 27485, 70706.18, Request_1256
24038, 48337, 70707.31, Request_1257
41744, 21507, 70710.83, Request_1258
1230, 28895, 70721.19, Request_1259
53208, 2295, 70724.7, Request_1260
52416, 30751, 70725.49, Request_1261
8616, 39833, 70776.64, Request_1262
16008, 1437, 70781.34, Request_1263
16592, 781, 70836.98, Request_1264
42914, 18329, 70857.62, Request_1265
304, 46645, 70876.02, Request_1266
54968, 19221, 71010.49, Request_1267
9780, 35683, 71048.95, Request_1268
36526, 11269, 71086.74, Request_1269
4840, 52251, 71182.71, Request_1270
850, 46603, 71183.0, Request_1271
21464, 757, 71205.51, Request_1272
9906, 37685, 71224.92, Request_1273
48740, 36507, 71331.61, Request_1274
46954, 12705, 71331.61, Request_1275
10128, 53727, 71374.81, Request_1276
30888, 44409, 71403.94, Request_1277
21464, 3153, 71430.9, Request_1278
7020, 17303, 71441.26, Request_1279
9906, 37685, 71516.04, Request_1280
14618, 15199, 71575.82, Request_1281
44144, 25979, 71578.46, Request_1282
10988, 4055, 71579.8, Request_1283
846, 16613, 71627.47, Request_1284
770, 589, 71633.96, Request_1285
12146, 26139, 71645.41, Request_1286
20626, 20687, 71652.53, Request_1287
26626, 24251, 71678.32, Request_1288
36290, 52469, 71678.94, Request_1289
50338, 37335, 71736.34, Request_1290
27318, 38245, 71751.21, Request_1291
10292, 34277, 71762.61, Request_1292
534, 44057, 71823.4, Request_1293
27656, 35987, 71829.37, Request_1294
11260, 33483, 71965.33, Request_1295
4506, 52695, 71996.49, Request_1296
26138, 26837, 72059.48, Request_1297
39204, 36111, 72193.31, Request_1298
6450, 36155, 72194.1, Request_1299
26874, 469, 72249.9, Request_1300
25320, 50503, 72254.37, Request_1301
24530, 13723, 72321.3, Request_1302
32688, 3569, 72328.5, Request_1303
6018, 6135, 72338.79, Request_1304
17960, 30629, 72390.4, Request_1305
30692, 25987, 72391.97, Request_1306
27656, 25779, 72490.87, Request_1307
26770, 12383, 72517.92, Request_1308
29584, 6507, 72564.14, Request_1309
6392, 14691, 72601.65, Request_1310
20898, 4277, 72642.72, Request_1311
41178, 53673, 72736.14, Request_1312
19820, 53371, 72769.4, Request_1313
41750, 21595, 72782.09, Request_1314
10768, 29155, 72876.07, Request_1315
17720, 38295, 72922.07, Request_1316
6786, 11295, 72983.99, Request_1317
53642, 27413, 73007.75, Request_1318
38360, 19821, 73092.54, Request_1319
28194, 36139, 73108.6, Request_1320
10028, 36511, 73118.74, Request_1321
50140, 18353, 73165.41, Request_1322
13790, 2631, 73220.3, Request_1323
24852, 34277, 73327.24, Request_1324
8334, 25801, 73357.18, Request_1325
8334, 25801, 73357.18, Request_1326
21464, 20613, 73360.91, Request_1327
6688, 48369, 73378.94, Request_1328
17664, 36281, 73398.34, Request_1329
17722, 15715, 73405.42, Request_1330
37968, 2239, 73415.44, Request_1331
49442, 16755, 73433.34, Request_1332
45072, 8285, 73443.85, Request_1333
25444, 3739, 73491.48, Request_1334
15850, 48763, 73503.38, Request_1335
13460, 11227, 73509.25, Request_1336
11244, 38303, 73510.9, Request_1337
32588, 28369, 73541.13, Request_1338
5988, 2631, 73544.57, Request_1339
31172, 3559, 73571.21, Request_1340
54958, 6303, 73674.32, Request_1341
120, 45805, 73685.04, Request_1342
21464, 35419, 73694.74, Request_1343
25626, 16593, 73698.63, Request_1344
9696, 52331, 73745.07, Request_1345
54958, 33169, 73805.39, Request_1346
54958, 45039, 73930.94, Request_1347
1766, 31477, 73934.58, Request_1348
45072, 16139, 73968.49, Request_1349
7730, 8339, 74025.73, Request_1350
3252, 1475, 74046.98, Request_1351
10240, 4843, 74155.59, Request_1352
33826, 11671, 74156.36, Request_1353
25780, 455, 74200.34, Request_1354
50386, 53591, 74224.8, Request_1355
18392, 24051, 74264.61, Request_1356
27180, 50689, 74288.26, Request_1357
54958, 16347, 74312.38, Request_1358
32596, 7987, 74313.89, Request_1359
13010, 50025, 74331.28, Request_1360
9580, 25329, 74358.84, Request_1361
12480, 36693, 74368.0, Request_1362
50870, 31443, 74414.09, Request_1363
34802, 33425, 74426.2, Request_1364
19656, 3981, 74592.88, Request_1365
8692, 38851, 74705.63, Request_1366
50290, 37335, 74706.57, Request_1367
20322, 38579, 74788.97, Request_1368
51738, 3643, 74789.0, Request_1369
22970, 37335, 74925.83, Request_1370
6032, 38873, 74969.76, Request_1371
38880, 53009, 75044.61, Request_1372
33736, 27487, 75101.63, Request_1373
20070, 48929, 75241.46, Request_1374
13666, 2631, 75274.2, Request_1375
9946, 2505, 75298.14, Request_1376
39708, 15199, 75325.85, Request_1377
26718, 12139, 75425.55, Request_1378
38942, 33609, 75439.73, Request_1379
16054, 15703, 75534.36, Request_1380
8734, 19887, 75595.84, Request_1381
12172, 8289, 75753.17, Request_1382
39196, 22999, 75816.69, Request_1383
34884, 15199, 75822.74, Request_1384
13648, 16773, 75829.54, Request_1385
17584, 23427, 75841.8, Request_1386
18428, 48085, 75845.36, Request_1387
288, 587, 75848.81, Request_1388
54832, 26191, 75932.42, Request_1389
7618, 4631, 75941.84, Request_1390
25650, 35789, 75981.06, Request_1391
9624, 54971, 75984.06, Request_1392
34942, 17027, 75990.67, Request_1393
16288, 18205, 76005.33, Request_1394
6716, 35253, 76061.0, Request_1395
33668, 7843, 76070.24, Request_1396
53230, 5241, 76098.34, Request_1397
22964, 28351, 76104.13, Request_1398
3826, 3809, 76235.15, Request_1399
15758, 25445, 76235.41, Request_1400
48786, 41217, 76278.06, Request_1401
49886, 1273, 76320.5, Request_1402
32402, 1123, 76416.69, Request_1403
53058, 4763, 76433.27, Request_1404
26602, 759, 76574.63, Request_1405
45302, 779, 76578.96, Request_1406
35032, 40331, 76590.77, Request_1407
35032, 40331, 76590.77, Request_1408
10662, 37479, 76594.57, Request_1409
10662, 37479, 76594.57, Request_1410
41864, 12573, 76598.5, Request_1411
26138, 41649, 76618.83, Request_1412
35724, 25763, 76687.01, Request_1413
50870, 46621, 76766.43, Request_1414
51644, 52461, 76817.37, Request_1415
25444, 7033, 76948.91, Request_1416
25444, 7033, 76948.91, Request_1417
25444, 45071, 76966.24, Request_1418
18548, 29125, 76966.62, Request_1419
49180, 29535, 76974.44, Request_1420
15540, 50141, 76975.63, Request_1421
39068, 45071, 77010.83, Request_1422
52332, 39477, 77132.1, Request_1423
12588, 12965, 77255.0, Request_1424
6678, 37335, 77282.89, Request_1425
24998, 48345, 77322.1, Request_1426
29222, 36789, 77337.26, Request_1427
4976, 15293, 77422.42, Request_1428
11244, 36449, 77483.68, Request_1429
21464, 28971, 77550.1, Request_1430
22780, 44029, 77557.32, Request_1431
12940, 5995, 77583.74, Request_1432
1858, 9243, 77627.3, Request_1433
29022, 52447, 77648.58, Request_1434
4058, 26829, 77728.37, Request_1435
18850, 37335, 77807.58, Request_1436
3584, 37335, 77841.49, Request_1437
12356, 6179, 77869.7, Request_1438
32598, 26139, 77919.03, Request_1439
34072, 25445, 77949.12, Request_1440
38510, 54971, 78060.04, Request_1441
38510, 54971, 78060.04, Request_1442
38184, 18931, 78119.34, Request_1443
3120, 49577, 78172.87, Request_1444
53086, 43491, 78220.0, Request_1445
22990, 16953, 78316.6, Request_1446
38364, 6611, 78352.6, Request_1447
4900, 38353, 78400.37, Request_1448
25930, 37335, 78480.61, Request_1449
45072, 1481, 78499.76, Request_1450
220, 781, 78548.88, Request_1451
38248, 31717, 78564.18, Request_1452
21464, 49609, 78589.69, Request_1453
7872, 31811, 78594.36, Request_1454
19052, 847, 78672.58, Request_1455
52330, 35729, 78675.64, Request_1456
12998, 8343, 78681.25, Request_1457
19044, 36075, 78711.74, Request_1458
51644, 15199, 78756.58, Request_1459
3120, 45071, 78822.11, Request_1460
762, 15305, 78873.42, Request_1461
30028, 36511, 78918.41, Request_1462
48890, 3879, 78937.81, Request_1463
6688, 14609, 78940.47, Request_1464
7954, 26139, 78941.14, Request_1465
45072, 16775, 78985.14, Request_1466
54958, 45011, 79010.04, Request_1467
3674, 17751, 79103.73, Request_1468
18798, 20333, 79154.23, Request_1469
14400, 6599, 79330.05, Request_1470
22824, 37335, 79338.9, Request_1471
14254, 53787, 79339.98, Request_1472
16450, 18945, 79462.46, Request_1473
17902, 25445, 79531.0, Request_1474
19168, 9933, 79541.13, Request_1475
4770, 22821, 79566.89, Request_1476
23016, 1951, 79611.38, Request_1477
46146, 33155, 79612.06, Request_1478
10246, 32307, 79617.98, Request_1479
29052, 15199, 79650.0, Request_1480
18368, 15199, 79660.19, Request_1481
29236, 10545, 79662.22, Request_1482
50136, 14133, 79666.29, Request_1483
35746, 52595, 79748.61, Request_1484
38518, 36579, 79818.97, Request_1485
48018, 52939, 79922.65, Request_1486
54958, 5963, 79925.71, Request_1487
28768, 42235, 79948.49, Request_1488
39708, 25445, 80051.37, Request_1489
48020, 10661, 80059.49, Request_1490
33170, 54971, 80062.02, Request_1491
43530, 2631, 80105.07, Request_1492
49514, 26139, 80106.51, Request_1493
16476, 37335, 80110.63, Request_1494
34430, 18213, 80215.78, Request_1495
51846, 51645, 80281.5, Request_1496
21464, 49603, 80286.74, Request_1497
29950, 3945, 80295.58, Request_1498
19942, 46159, 80329.62, Request_1499
12410, 3651, 80357.31, Request_1500
764, 16239, 80369.83, Request_1501
18774, 10165, 80386.06, Request_1502
6882, 27645, 80417.34, Request_1503
18796, 27733, 80432.78, Request_1504
37880, 6457, 80455.57, Request_1505
47198, 27761, 80508.68, Request_1506
47198, 27761, 80508.68, Request_1507
9988, 10953, 80522.86, Request_1508
54840, 26139, 80538.36, Request_1509
48212, 45449, 80538.8, Request_1510
38942, 8151, 80563.94, Request_1511
19388, 28029, 80573.27, Request_1512
30406, 8337, 80588.89, Request_1513
45072, 46141, 80590.11, Request_1514
8650, 18329, 80639.66, Request_1515
32912, 41413, 80647.2, Request_1516
15820, 3121, 80648.14, Request_1517
19610, 37335, 80695.42, Request_1518
22398, 2927, 80744.8, Request_1519
35212, 4085, 80779.64, Request_1520
33706, 15199, 80831.22, Request_1521
26138, 1891, 80845.89, Request_1522
20908, 45449, 80866.83, Request_1523
20322, 9161, 80886.01, Request_1524
42514, 41677, 80897.67, Request_1525
46332, 54971, 80943.42, Request_1526
18628, 17753, 80978.4, Request_1527
25444, 43467, 81003.57, Request_1528
2876, 8437, 81037.5, Request_1529
